Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Bolardin;Artazon;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler sein Deck nach 1 Basis-Pokémon, das kein Regelfeld hat, durchsuchen und es auf seine Bank legen. Anschließend mischt jener Spieler sein Deck. (Pokémon-ex, Pokémon-V usw. haben Regelfelder.);Once during each player's turn, that player may search their deck for a Basic Pokémon that doesn’t have a Rule Box and put it onto their Bench. Then, that player shuffles their deck. (Pokémon ex, Pokémon V, etc. have Rule Boxes.);;;;;;;;;;;;;;;;PAF;76;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_076_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_076_R_EN_LG.png
Mondscheinhügel;Moonlit Hill;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler 1 Basis-[P]-Energiekarte aus seiner Hand auf seinen Ablagestapel legen, um 30 Schadenspunkte bei jedem seiner Pokémon zu heilen.;Once during each player's turn, that player may discard a Basic [P] Energy card from their hand in order to heal 30 damage from each of their Pokémon.;;;;;;;;;;;;;;;;PAF;81;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_081_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_081_R_EN_LG.png
Bolardin;Artazon;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler sein Deck nach 1 Basis-Pokémon, das kein Regelfeld hat, durchsuchen und es auf seine Bank legen. Anschließend mischt jener Spieler sein Deck. (Pokémon-ex, Pokémon-V usw. haben Regelfelder.);Once during each player's turn, that player may search their deck for a Basic Pokémon that doesn’t have a Rule Box and put it onto their Bench. Then, that player shuffles their deck. (Pokémon ex, Pokémon V, etc. have Rule Boxes.);;;;;;;;;;;;;;;;PAL;171;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_171_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png
Unheilvolles Schneegebirge;Calamitous Snowy Mountain;Trainer - Stadium;;;;;;;;Lege jedes Mal, wenn ein Spieler 1 Energiekarte aus seiner Hand an 1 seiner Basis-Pokémon, das kein [W]-Pokémon ist, anlegt, 2 Schadensmarken auf jenes Pokémon.;Whenever any player attaches an Energy card from their hand to 1 of their Basic non-[W] Pokémon, put 2 damage counters on that Pokémon.;;;;;;;;;;;;;;;;PAL;174;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_174_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_174_R_EN_LG.png
Unheilvolle Einöde;Calamitous Wasteland;Trainer - Stadium;;;;;;;;Die Rückzugskosten aller Basis-Pokémon im Spiel (deiner und der deines Gegners), die keine [F]-Pokémon sind, erhöhen sich um [C].;The Retreat Cost of each Basic non-[F] Pokémon in play (both yours and your opponent's) is [C] more.;;;;;;;;;;;;;;;;PAL;175;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_175_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_175_R_EN_LG.png
Trainingsstudio;Practice Studio;Trainer - Stadium;;;;;;;;Die Attacken von Phase-1-Pokémon (deinen und denen deines Gegners) fügen dem Aktiven Pokémon des Gegners 10 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).;The attacks of Stage 1 Pokémon (both yours and your opponent's) do 10 more damage to the opponent’s Active Pokémon (before applying Weakness and Resistance).;;;;;;;;;;;;;;;;PAL;186;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_186_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_186_R_EN_LG.png
Strandplatz;Beach Court;Trainer - Stadium;;;;;;;;Die Rückzugskosten aller Basis-Pokémon im Spiel (deiner und der deines Gegners) verringern sich um [C].;The Retreat Cost of each Basic Pokémon in play (both yours and your opponent's) is [C] less.;;;;;;;;;;;;;;;;PAR;263;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_263_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_263_R_EN_LG.png
PokéStop;PokéStop;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler die obersten 3 Karten seines Decks auf den Ablagestapel legen. Wenn ein Spieler auf diese Weise mindestens 1 Itemkarte auf den Ablagestapel gelegt hat, nimmt jener Spieler jene Itemkarten auf seine Hand.;Once during each player's turn, that player may discard 3 cards from the top of their deck. If a player discarded any Item cards in this way, they put those Item cards into their hand.;;;;;;;;;;;;;;;;PGO;68;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_068_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_068_R_EN_LG.png
Festival der Champions;Champions Festival;Trainer - Stadium;;;;;;;;Wenn ein Spieler 6 Pokémon im Spiel hat, kann er während seines Zuges einmal 10 Schadenspunkte von jedem seiner Pokémon heilen.;Once during each player's turn, if that player has 6 Pokémon in play, they may heal 10 damage from each of their Pokémon.;;;;;;;;;;;;;;;;PR-SW;296;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_296_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_296_R_EN_LG.png
Höhlensystem Null;Area Zero Underdepths;Trainer - Stadium;;;;;;;;Jeder Spieler, der mindestens 1 Terakristall-Pokémon im Spiel hat, kann bis zu 8 Pokémon auf seiner Bank haben.Wenn ein Spieler keine Terakristall-Pokémon mehr im Spiel hat, legt jener Spieler so lange Pokémon von seiner Bank auf seinen Ablagestapel, bis er 5 Pokémon auf seiner Bank hat. Wenn diese Karte das Spiel verlässt, legen beide Spieler so lange Pokémon von ihrer Bank auf ihren Ablagestapel, bis sie 5 Pokémon auf ihrer Bank haben, und der Spieler, der diese Karte gespielt hat, legt als Erster ab.;Each player who has any Tera Pokémon in play can have up to 8 Pokémon on their Bench.If a player no longer has any Tera Pokémon in play, that player discards Pokémon from their Bench until they have 5. When this card leaves play, both players discard Pokémon from their Bench until they have 5, and the player who played this card discards first.;;;;;;;;;;;;;;;;PRE;94;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_094_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_094_R_EN_LG.png
Festplatz;Festival Grounds;Trainer - Stadium;;;;;;;;Jedes Pokémon (deine und die deines Gegners), an das mindestens 1 Energie angelegt ist, erholt sich von allen Speziellen Zuständen und kann von keinen Speziellen Zuständen betroffen werden.;Each Pokémon that has any Energy attached (both yours and your opponent's) recovers from all Special Conditions and can't be affected by any Special Conditions.;;;;;;;;;;;;;;;;PRE;108;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_108_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_108_R_EN_LG.png
Höhlensystem Null;Area Zero Underdepths;Trainer - Stadium;;;;;;;;Jeder Spieler, der mindestens 1 Terakristall-Pokémon im Spiel hat, kann bis zu 8 Pokémon auf seiner Bank haben.Wenn ein Spieler keine Terakristall-Pokémon mehr im Spiel hat, legt jener Spieler so lange Pokémon von seiner Bank auf seinen Ablagestapel, bis er 5 Pokémon auf seiner Bank hat. Wenn diese Karte das Spiel verlässt, legen beide Spieler so lange Pokémon von ihrer Bank auf ihren Ablagestapel, bis sie 5 Pokémon auf ihrer Bank haben, und der Spieler, der diese Karte gespielt hat, legt als Erster ab.;Each player who has any Tera Pokémon in play can have up to 8 Pokémon on their Bench.If a player no longer has any Tera Pokémon in play, that player discards Pokémon from their Bench until they have 5. When this card leaves play, both players discard Pokémon from their Bench until they have 5, and the player who played this card discards first.;;;;;;;;;;;;;;;;SCR;131;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_131_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_131_R_EN_LG.png
Höhlensystem Null;Area Zero Underdepths;Trainer - Stadium;;;;;;;;Jeder Spieler, der mindestens 1 Terakristall-Pokémon im Spiel hat, kann bis zu 8 Pokémon auf seiner Bank haben.Wenn ein Spieler keine Terakristall-Pokémon mehr im Spiel hat, legt jener Spieler so lange Pokémon von seiner Bank auf seinen Ablagestapel, bis er 5 Pokémon auf seiner Bank hat. Wenn diese Karte das Spiel verlässt, legen beide Spieler so lange Pokémon von ihrer Bank auf ihren Ablagestapel, bis sie 5 Pokémon auf ihrer Bank haben, und der Spieler, der diese Karte gespielt hat, legt als Erster ab.;Each player who has any Tera Pokémon in play can have up to 8 Pokémon on their Bench.If a player no longer has any Tera Pokémon in play, that player discards Pokémon from their Bench until they have 5. When this card leaves play, both players discard Pokémon from their Bench until they have 5, and the player who played this card discards first.;;;;;;;;;;;;;;;;SCR;174;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_174_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_174_R_EN_LG.png
Akademie bei Nacht;Academy at Night;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler 1 Karte aus seiner Hand auf sein Deck legen.;Once during each player's turn, that player may put a card from their hand on top of their deck.;;;;;;;;;;;;;;;;SFA;54;H;Nebel der Sagen (SFA);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SFA/SFA_054_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SFA/SFA_054_R_EN_LG.png
Urzeitlicher Altar;Primordial Altar;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann sich jener Spieler die oberste Karte seines Decks anschauen. Er kann jene Karte auf den Ablagestapel legen.;Once during each player's turn, that player may look at the top card of their deck. They may discard that card.;;;;;;;;;;;;;;;;SIT;161;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_161_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_161_R_EN_LG.png
Großmaulmoor;Gapejaw Bog;Trainer - Stadium;;;;;;;;Lege jedes Mal, wenn ein Spieler 1 Basis-Pokémon aus seiner Hand auf seine Bank legt, 2 Schadensmarken auf jenes Pokémon.;Whenever either player puts a Basic Pokémon from their hand onto their Bench, put 2 damage counters on that Pokémon.;;;;;;;;;;;;;;;;SIT;213;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_213_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_213_R_EN_LG.png
Erdanziehungsberg;Gravity Mountain;Trainer - Stadium;;;;;;;;Jedes Phase-2-Pokémon im Spiel (deine und die deines Gegners) erhält -30 KP.;Each Stage 2 Pokémon in play (both yours and your opponent's) gets -30 HP.;;;;;;;;;;;;;;;;SSP;177;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_177_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png
Belebtes Stadion;Lively Stadium;Trainer - Stadium;;;;;;;;Jedes Basis-Pokémon im Spiel (deine und die deines Gegners) erhält +30 KP.;Each Basic Pokémon in play (both yours and your opponent's) gets +30 HP.;;;;;;;;;;;;;;;;SSP;180;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_180_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_180_R_EN_LG.png
Erdanziehungsberg;Gravity Mountain;Trainer - Stadium;;;;;;;;Jedes Phase-2-Pokémon im Spiel (deine und die deines Gegners) erhält -30 KP.;Each Stage 2 Pokémon in play (both yours and your opponent's) gets -30 HP.;;;;;;;;;;;;;;;;SSP;250;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_250_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_250_R_EN_LG.png
Strandplatz;Beach Court;Trainer - Stadium;;;;;;;;Die Rückzugskosten aller Basis-Pokémon im Spiel (deiner und der deines Gegners) verringern sich um [C].;The Retreat Cost of each Basic Pokémon in play (both yours and your opponent's) is [C] less.;;;;;;;;;;;;;;;;SVI;167;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_167_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_167_R_EN_LG.png
Mesalona City;Mesagoza;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler 1 Münze werfen. Bei Kopf durchsucht jener Spieler sein Deck nach 1 Pokémon, zeigt es seinem Gegner und nimmt es auf seine Hand. Anschließend mischt jener Spieler sein Deck.;Once during each player's turn, that player may flip a coin. If heads, that player searches their deck for a Pokémon, reveals it, and puts it into their hand. Then, that player shuffles their deck.;;;;;;;;;;;;;;;;SVI;178;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_178_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_178_R_EN_LG.png
Paradies Resort;Paradise Resort;Trainer - Stadium;;;;;;;;Die Rückzugskosten aller Enton im Spiel (deiner und der deines Gegners) verringern sich um [C].;The Retreat Cost of each Psyduck in play (both yours and your opponent's) is [C] less.;;;;;;;;;;;;;;;;SVP;45;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_045_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_045_R_EN_LG.png
Paradies Resort;Paradise Resort;Trainer - Stadium;;;;;;;;Die Rückzugskosten aller Enton im Spiel (deiner und der deines Gegners) verringern sich um [C].;The Retreat Cost of each Psyduck in play (both yours and your opponent's) is [C] less.;;;;;;;;;;;;;;;;SVP;150;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_150_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_150_R_EN_LG.png
Vollmetall-Labor;Full Metal Lab;Trainer - Stadium;;;;;;;;[M]-Pokémon (deinen und denen deines Gegners) werden durch Attacken von Pokémon des Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;[M] Pokémon (both yours and your opponent's) take 30 less damage from attacks from the opponent's Pokémon (after applying Weakness and Resistance).;;;;;;;;;;;;;;;;TEF;148;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_148_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_148_R_EN_LG.png
Gefährlicher Dschungel;Perilous Jungle;Trainer - Stadium;;;;;;;;Lege beim Pokémon-Check 2 Schadensmarken mehr auf jedes vergiftete Pokémon (deine und die deines Gegners), das kein [D]-Pokémon ist.;During Pokémon Checkup, put 2 more damage counters on each Poisoned non-[D] Pokémon (both yours and your opponent's).;;;;;;;;;;;;;;;;TEF;156;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_156_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_156_R_EN_LG.png
Gemeindehaus;Community Center;Trainer - Stadium;;;;;;;;Einmal während des Zuges jedes Spielers, wenn er eine Unterstützerkarte während dieses Zuges aus seiner Hand gespielt hat, kann er 10 Schadenspunkte bei jedem seiner Pokémon heilen.;Once during each player's turn, if they played a Supporter card from their hand this turn, they may heal 10 damage from each of their Pokémon.;;;;;;;;;;;;;;;;TWM;146;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_146_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_146_R_EN_LG.png
Festplatz;Festival Grounds;Trainer - Stadium;;;;;;;;Jedes Pokémon (deine und die deines Gegners), an das mindestens 1 Energie angelegt ist, erholt sich von allen Speziellen Zuständen und kann von keinen Speziellen Zuständen betroffen werden.;Each Pokémon that has any Energy attached (both yours and your opponent's) recovers from all Special Conditions and can't be affected by any Special Conditions.;;;;;;;;;;;;;;;;TWM;149;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_149_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_149_R_EN_LG.png
Störturm;Jamming Tower;Trainer - Stadium;;;;;;;;Die an jedes Pokémon (deine und die deines Gegners) angelegten Pokémon-Ausrüstungen haben keinen Effekt.;Pokémon Tools attached to each Pokémon (both yours and your opponent's) have no effect.;;;;;;;;;;;;;;;;TWM;153;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_153_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png
Prachtbaum;Grand Tree;Trainer - Stadium Ace Spec;;;;;;;;Einmal während des Zuges jedes Spielers kann jener Spieler sein Deck nach 1 Phase-1-Pokémon, das sich aus 1 seiner Basis-Pokémon entwickelt, durchsuchen und es auf jenes Pokémon legen, um es zu entwickeln. Wenn jenes Pokémon auf diese Weise entwickelt wurde, kann jener Spieler sein Deck nach 1 Phase-2-Pokémon durchsuchen, das sich aus jenem Pokémon entwickelt, und es auf jenes Pokémon legen, um es zu entwickeln. Anschließend mischt jener Spieler sein Deck.;Once during each player's turn, that player may search their deck for a Stage 1 Pokémon that evolves from 1 of their Basic Pokémon and put it onto that Pokémon to evolve it. If that Pokémon was evolved in this way, that player may search their deck for a Stage 2 Pokémon that evolves from that Pokémon and put it onto that Pokémon to evolve it. Then, that player shuffles their deck. (Players can't evolve a Basic Pokémon during their first turn or a Basic Pokémon that was put into play this turn.);;;;;;;;;;;;;;;;SCR;136;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_136_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_136_R_EN_LG.png
Neutralisierungszone;Neutralization Zone;Trainer - Stadium Ace Spec;;;;;;;;Verhindere allen Schaden, der Pokémon (deinen und denen deines Gegners), die kein Regelfeld haben, durch Attacken von Pokémon-ex und Pokémon-V des Gegners zugefügt wird. (Pokémon-ex, Pokémon-V usw. haben Regelfelder.)Diese Karte kann nicht aus dem Ablagestapel auf deine Hand genommen oder in dein Deck gelegt werden.;Prevent all damage done to Pokémon that don't have a Rule Box (both yours and your opponent's) by attacks from the opponent's Pokémon ex and Pokémon V. (Pokémon ex, Pokémon V, etc. have Rule Boxes.)This card can't be put into your hand or deck from the discard pile.;;;;;;;;;;;;;;;;SFA;60;H;Nebel der Sagen (SFA);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SFA/SFA_060_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SFA/SFA_060_R_EN_LG.png
Diam;Adaman;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;You can use this card only if you discard 2 [M] Energy cards from your hand.Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;135;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_135_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_135_R_EN_LG.png
Taiso;Choy;Trainer - Supporter;;;;;;;;Jeder Spieler zeigt seine Handkarten. Ziehe 3 Karten.;Each player reveals their hand. Draw 3 cards.;;;;;;;;;;;;;;;;ASR;137;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_137_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_137_R_EN_LG.png
Zelestis;Cyllene;Trainer - Supporter;;;;;;;;Wirf 2 Münzen. Lege bis zu so viele Karten, wie du Kopf geworfen hast, aus deinem Ablagestapel in beliebiger Reihenfolge auf dein Deck.;Flip 2 coins. Put a number of cards up to the number of heads from your discard pile on top of your deck in any order.;;;;;;;;;;;;;;;;ASR;138;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_138_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_138_R_EN_LG.png
Silvanas Vitalität;Gardenia's Vigor;Trainer - Supporter;;;;;;;;Ziehe 2 Karten. Wenn du auf diese Weise mindestens 1 Karte gezogen hast, lege bis zu 2 [G]-Energiekarten aus deiner Hand an 1 Pokémon auf deiner Bank an.;Draw 2 cards. If you drew any cards in this way, attach up to 2 [G] Energy cards from your hand to 1 of your Benched Pokémon.;;;;;;;;;;;;;;;;ASR;143;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_143_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_143_R_EN_LG.png
Lino;Grant;Trainer - Supporter;;;;;;;;Während dieses Zuges fügen die Attacken deiner [F]-Pokémon dem Aktiven Pokémon deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden).Wenn dieser Lino während deines Zuges in deinem Ablagestapel ist, kannst du 2 Karten aus deiner Hand, außer Lino, auf deinen Ablagestapel legen. Wenn du das machst, nimm diesen Lino auf deine Hand. (Durch diesen Effekt wird deine Unterstützerkarte für den Zug nicht verbraucht.);During this turn, your [F] Pokémon's attacks do 30 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).During your turn, if this Grant is in your discard pile, you may discard 2 cards, except any Grant, from your hand. If you do, put this Grant into your hand. (This effect doesn't use up your Supporter card for the turn.);;;;;;;;;;;;;;;;ASR;144;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_144_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_144_R_EN_LG.png
Perla;Irida;Trainer - Supporter;;;;;;;;Durchsuche dein Deck nach 1 [W]-Pokémon und 1 Itemkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for a [W] Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;147;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_147_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_147_R_EN_LG.png
Denboku;Kamado;Trainer - Supporter;;;;;;;;Wähle 1 Karte auf deiner Hand und lege die anderen Karten auf deinen Ablagestapel. Wenn du das machst, ziehe 4 Karten. (Wenn du keine anderen Karten auf deiner Hand hast, kannst du diese Karte nicht verwenden.);Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.);;;;;;;;;;;;;;;;ASR;149;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_149_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_149_R_EN_LG.png
Felizia;Roxanne;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn dein Gegner 3 oder weniger verbleibende Preiskarten hat.Jeder Spieler mischt seine Handkarten in sein Deck. Anschließend ziehst du 6 Karten und dein Gegner zieht 2 Karten.;You can use this card only if your opponent has 3 or fewer Prize cards remaining.Each player shuffles their hand into their deck. Then, you draw 6 cards, and your opponent draws 2 cards.;;;;;;;;;;;;;;;;ASR;150;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_150_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_150_R_EN_LG.png
Belila;Zisu;Trainer - Supporter;;;;;;;;Ziehe so lange Karten, bis du 1 Karte mehr auf deiner Hand hast als dein Gegner.;Draw cards until you have 1 more card in your hand than your opponent.;;;;;;;;;;;;;;;;ASR;159;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_159_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_159_R_EN_LG.png
Diam;Adaman;Trainer - Supporter;;;;;;;;Du kannst diese Karte nur verwenden, wenn du 2 [M]-Energiekarten aus deiner Hand auf deinen Ablagestapel legst.Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;You can use this card only if you discard 2 [M] Energy cards from your hand.Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;;;;;;;;;;;;;;;;ASR;181;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_181_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_181_R_EN_LG.png
Taiso;Choy;Trainer - Supporter;;;;;;;;Jeder Spieler zeigt seine Handkarten. Ziehe 3 Karten.;Each player reveals their hand. Draw 3 cards.;;;;;;;;;;;;;;;;ASR;182;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_182_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_182_R_EN_LG.png
Zelestis;Cyllene;Trainer - Supporter;;;;;;;;Wirf 2 Münzen. Lege bis zu so viele Karten, wie du Kopf geworfen hast, aus deinem Ablagestapel in beliebiger Reihenfolge auf dein Deck.;Flip 2 coins. Put a number of cards up to the number of heads from your discard pile on top of your deck in any order.;;;;;;;;;;;;;;;;ASR;183;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_183_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_183_R_EN_LG.png
