Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Letarking-ex;Slaking ex;Phase 2 - Entwickelt sich aus Muntier;Farblos;340;;Meister der Lethargie;Wenn dein Gegner kein Pokemon-ex oder Pokemon-V im Spiel hat, kann dieses Pokemon nicht angreifen.;CC;Riesiger Rundschlag ;Great Swing;280;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;;4;SSP;227;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_227_R_DE_LG.png
Mopex-ex;Cyclizar ex;Basis;Farblos;210;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;CCC;Eine Bresche schlagen ;Break Through;130;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);GRP;Zirkon-Strecke ;Zircon Road;180;Du kannst 5 Karten ziehen.;Kampf;;1;SSP;228;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_228_R_DE_LG.png
Citros Scharfsinn;Clemont's Quick Wit;Trainer - Unterstützer;;;;;Heile 60 Schadenspunkte bei jedem deiner [L]-Pokemon.;;;;;;;;;;;;;;SSP;229;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_229_R_DE_LG.png
Cyano;Cyrano;Trainer - Unterstützer;;;;;Durchsuche dein Deck nach bis zu 3 Pokemon-ex, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;;;;;;;;;;;;;;SSP;230;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_230_R_DE_LG.png
Dracena;Drasna;Trainer - Unterstützer;;;;;Mische deine Handkarten in dein Deck. Wirf anschließend 1 Münze. Ziehe bei Kopf 8 Karten. Ziehe bei Zahl 3 Karten.;;;;;;;;;;;;;;SSP;231;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_231_R_DE_LG.png
Levy;Drayton;Trainer - Unterstützer;;;;;Schau dir die obersten 7 Karten deines Decks an. Du kannst 1 Pokemon und 1 Trainerkarte, die du dort findest, deinem Gegner zeigen und auf deine Hand nehmen. Mische die anderen Karten zurück in dein Deck.;;;;;;;;;;;;;;SSP;232;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_232_R_DE_LG.png
Jasmins Blick;Jasmine's Gaze;Trainer - Unterstützer;;;;;Während des nächsten Zuges deines Gegners werden allen deinen Pokemon durch Attacken von Pokemon deines Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden). (Dies schließt neue Pokemon ein, die ins Spiel gebracht werden.);;;;;;;;;;;;;;SSP;233;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_233_R_DE_LG.png
Xenias Aufruf;Lisia's Appeal;Trainer - Unterstützer;;;;;Wechsle 1 Basis-Pokemon von der Bank deines Gegners in die Aktive Position ein. Wenn du das machst, ist das neue Aktive Pokemon jetzt verwirrt.;;;;;;;;;;;;;;SSP;234;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_234_R_DE_LG.png
Surfer;Surfer;Trainer - Unterstützer;;;;;Tausche dein Aktives Pokemon gegen 1 Pokemon auf deiner Bank aus. Wenn du das machst, ziehe so lange Karten, bis du 5 Karten auf deiner Hand hast.;;;;;;;;;;;;;;SSP;235;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_235_R_DE_LG.png
Fermicula-ex;Durant ex;Basis;Pflanze;190;;Abruptes Abscheren;Wenn du dieses Pokemon während deines Zuges aus deiner Hand auf deine Bank spielst, kannst du die oberste Karte des Decks deines Gegners auf seinen Ablagestapel legen.;GCC;Rächender Zermalmer ;Vengeful Crush;120+;Diese Attacke fügt für jede von deinem Gegner genommene Preiskarte 30 Schadenspunkte mehr zu.;;;;;;Feuer;;2;SSP;236;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_236_R_DE_LG.png
Milotic-ex;Milotic ex;Phase 1 - Entwickelt sich aus Barschwa;Wasser;270;;Funkelnde Schuppen;Verhindere allen Schaden durch und alle Effekte von Attacken von Terakristall-Pokemon deines Gegners, die diesem Pokemon zugefügt werden.;WCC;Hypnospritzer ;Hypno Splash;160;Das Aktive Pokemon deines Gegners schläft jetzt.;;;;;;Elektro;;2;SSP;237;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_237_R_DE_LG.png
Pikachu-ex;Pikachu ex;Basis;Elektro;200;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GLM;Topas-Blitz ;Topaz Bolt;300;Lege 3 Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;;1;SSP;238;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_238_R_DE_LG.png
Latias-ex;Latias ex;Basis;Psycho;210;;Luftlinie;Deine Basis-Pokemon im Spiel haben keine Rückzugskosten.;PPC;Äonenklinge ;Eon Blade;200;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Finsternis;Kampf;2;SSP;239;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_239_R_DE_LG.png
Trikephalo-ex;Hydreigon ex;Phase 2 - Entwickelt sich aus Duodino;Finsternis;330;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;DC;Krachender Kopfstoß ;Crashing Headbutt;200;Lege die obersten 3 Karten des Decks deines Gegners auf seinen Ablagestapel.;PDMC;Obsidian ;Obsidian;130;Diese Attacke fügt auch 2 Pokemon auf der Bank deines Gegners 130 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Pflanze;;3;SSP;240;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_240_R_DE_LG.png
Briduradon-ex;Archaludon ex;Phase 1 - Entwickelt sich aus Duraludon;Metall;300;;Legieren;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du bis zu 2 Basis-[M]-Energiekarten aus deinem Ablagestapel beliebig an deine [M]-Pokemon anlegen.;MMM;Metallverteidiger ;Metal Defender;220;Während des nächsten Zuges deines Gegners hat dieses Pokemon keine Schwäche.;;;;;;Feuer;Pflanze;2;SSP;241;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_241_R_DE_LG.png
Alola-Kokowei-ex;Alolan Exeggutor ex;Phase 1 - Entwickelt sich aus Owei;Drache;300;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GW;Tropenwahn ;Tropical Frenzy;150;Du kannst beliebig viele Basis-Energiekarten aus deiner Hand beliebig an deine Pokemon anlegen.;GWF;Sphen-Schwung;Swinging Sphene;;Wirf 1 Münze. Mache bei Kopf das Aktive Basis-Pokemon deines Gegners kampfunfähig. Mache bei Zahl 1 Basis-Pokemon auf der Bank deines Gegners kampfunfähig.;;;3;SSP;242;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_242_R_DE_LG.png
Citros Scharfsinn;Clemont's Quick Wit;Trainer - Unterstützer;;;;;Heile 60 Schadenspunkte bei jedem deiner [L]-Pokemon.;;;;;;;;;;;;;;SSP;243;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_243_R_DE_LG.png
Levy;Drayton;Trainer - Unterstützer;;;;;Schau dir die obersten 7 Karten deines Decks an. Du kannst 1 Pokemon und 1 Trainerkarte, die du dort findest, deinem Gegner zeigen und auf deine Hand nehmen. Mische die anderen Karten zurück in dein Deck.;;;;;;;;;;;;;;SSP;244;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_244_R_DE_LG.png
Jasmins Blick;Jasmine's Gaze;Trainer - Unterstützer;;;;;Während des nächsten Zuges deines Gegners werden allen deinen Pokemon durch Attacken von Pokemon deines Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden). (Dies schließt neue Pokemon ein, die ins Spiel gebracht werden.);;;;;;;;;;;;;;SSP;245;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_245_R_DE_LG.png
Xenias Aufruf;Lisia's Appeal;Trainer - Unterstützer;;;;;Wechsle 1 Basis-Pokemon von der Bank deines Gegners in die Aktive Position ein. Wenn du das machst, ist das neue Aktive Pokemon jetzt verwirrt.;;;;;;;;;;;;;;SSP;246;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_246_R_DE_LG.png
Pikachu-ex;Pikachu ex;Basis;Elektro;200;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GLM;Topas-Blitz ;Topaz Bolt;300;Lege 3 Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Kampf;;1;SSP;247;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_247_R_DE_LG.png
Alola-Kokowei-ex;Alolan Exeggutor ex;Phase 1 - Entwickelt sich aus Owei;Drache;300;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;GW;Tropenwahn ;Tropical Frenzy;150;Du kannst beliebig viele Basis-Energiekarten aus deiner Hand beliebig an deine Pokemon anlegen.;GWF;Sphen-Schwung;Swinging Sphene;;Wirf 1 Münze. Mache bei Kopf das Aktive Basis-Pokemon deines Gegners kampfunfähig. Mache bei Zahl 1 Basis-Pokemon auf der Bank deines Gegners kampfunfähig.;;;3;SSP;248;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_248_R_DE_LG.png
Kontergewinn;Counter Gain;Trainer - Ausrüstung;;;;;Wenn du mehr verbleibende Preiskarten hast als dein Gegner, verringern sich die Kosten der eingesetzten Attacken von dem Pokemon, an das diese Karte angelegt ist, um [C].;;;;;;;;;;;;;;SSP;249;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_249_R_DE_LG.png
Erdanziehungsberg;Gravity Mountain;Trainer - Stadion;;;;;Jedes Phase-2-Pokemon im Spiel (deine und die deines Gegners) erhält -30 KP.;;;;;;;;;;;;;;SSP;250;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_250_R_DE_LG.png
Nachttrage;Night Stretcher;Trainer - Item;;;;;Nimm 1 Pokemon oder 1 Basis-Energiekarte aus deinem Ablagestapel auf deine Hand.;;;;;;;;;;;;;;SSP;251;H;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_251_R_DE_LG.png
Jet-Energie;Jet Energy;Energie - Spezial-Energie;;;;;;;;;;;;;;;;;;;SSP;252;G;Stürmische Funken (SSP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SSP/SSP_252_R_DE_LG.png
Pflanzen-Energie;Grass Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;1;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_001_R_DE_LG.png
Feuer-Energie;Fire Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;2;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_002_R_DE_LG.png
Wasser-Energie;Water Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;3;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_003_R_DE_LG.png
Elektro-Energie;Lightning Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;4;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_004_R_DE_LG.png
Psycho-Energie;Psychic Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;5;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_005_R_DE_LG.png
Kampf-Energie;Fighting Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;6;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_006_R_DE_LG.png
Finsternis-Energie;Darkness Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;7;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_007_R_DE_LG.png
Metall-Energie;Metal Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;8;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_008_R_DE_LG.png
Pflanzen-Energie;Grass Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;9;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_009_R_DE_LG.png
Feuer-Energie;Fire Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;10;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_010_R_DE_LG.png
Wasser-Energie;Water Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;11;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_011_R_DE_LG.png
Elektro-Energie;Lightning Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;12;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_012_R_DE_LG.png
Psycho-Energie;Psychic Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;13;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_013_R_DE_LG.png
Kampf-Energie;Fighting Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;14;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_014_R_DE_LG.png
Finsternis-Energie;Darkness Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;15;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_015_R_DE_LG.png
Metall-Energie;Metal Energy;Energie - Basis-Energie;;;;;;;;;;;;;;;;;;;SVE;16;Mehr Formate;Scarlet & Violet Energy (SVE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVE/SVE_016_R_DE_LG.png
Tannza;Pineco;Basis;Pflanze;60;;;;CC;Schutzdruck ;Guard Press;10;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;;;;;;Feuer;;2;SVI;1;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_001_R_DE_LG.png
Skaraborn;Heracross;Basis;Pflanze;120;;;;GC;Superstarker Wurf ;Superpowered Throw;10+;Diese Attacke fügt für jedes [C] in den Rückzugskosten des Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu.;GGC;Hornattacke ;Horn Attack;90;;Feuer;;2;SVI;2;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_002_R_DE_LG.png
Knilz;Shroomish;Basis;Pflanze;60;;;;G;Absorber ;Absorb;10;Heile 10 Schadenspunkte bei diesem Pokemon.;;;;;;Feuer;;1;SVI;3;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_003_R_DE_LG.png
Kapilz;Breloom;Phase 1 - Entwickelt sich aus Knilz;Pflanze;110;;;;G;Tempo-Cross ;Mach Cross;60;;;;;;;Feuer;;1;SVI;4;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_004_R_DE_LG.png
Tuska;Cacnea;Basis;Pflanze;60;;Konterstacheln;Wenn dieses Pokemon in der Aktiven Position ist und durch eine Attacke von Pokemon deines Gegners Schaden erhält (auch wenn dieses Pokemon dadurch kampfunfähig wird), lege 3 Schadensmarken auf das Angreifende Pokemon.;CC;Leichter Hieb ;Light Punch;30;;;;;;;Feuer;;1;SVI;5;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_005_R_DE_LG.png
Noktuska;Cacturne;Phase 1 - Entwickelt sich aus Tuska;Pflanze;130;;Konterstacheln;Wenn dieses Pokemon in der Aktiven Position ist und durch eine Attacke von Pokemon deines Gegners Schaden erhält (auch wenn dieses Pokemon dadurch kampfunfähig wird), lege 3 Schadensmarken auf das Angreifende Pokemon.;CCC;Dornensalve ;Spike Shot;110;;;;;;;Feuer;;2;SVI;6;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_006_R_DE_LG.png
Tropius;Tropius;Basis;Pflanze;100;;;;G;Frisches Obst;Fresh-Picked Fruit;;Heile 60 Schadenspunkte bei 1 Pokemon auf deiner Bank.;GC;Rasierblatt ;Razor Leaf;50;;Feuer;;1;SVI;7;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_007_R_DE_LG.png
Purmel;Scatterbug;Basis;Pflanze;30;;Anpassungsfähige Entwicklung;Dieses Pokemon kann sich während deines ersten Zuges oder während des Zuges, in dem du es spielst, entwickeln.;GC;Tackle ;Tackle;20;;;;;;;Feuer;;1;SVI;8;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_008_R_DE_LG.png
Puponcho;Spewpa;Phase 1 - Entwickelt sich aus Purmel;Pflanze;70;;Anpassungsfähige Entwicklung;Dieses Pokemon kann sich während deines ersten Zuges oder während des Zuges, in dem du es spielst, entwickeln.;GC;Käferbiss ;Bug Bite;30;;;;;;;Feuer;;3;SVI;9;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_009_R_DE_LG.png
Vivillon;Vivillon;Phase 2 - Entwickelt sich aus Puponcho;Pflanze;120;;;;G;Wunderstaub ;Miracle Powder;50;Wirf 1 Münze. Wähle bei Kopf 1 Speziellen Zustand. Das Aktive Pokemon deines Gegners ist jetzt von jenem Speziellen Zustand betroffen.;GC;Käfergebrumm ;Bug Buzz;110;;Feuer;;1;SVI;10;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_010_R_DE_LG.png
Mähikel;Skiddo;Basis;Pflanze;60;;;;G;Rankenhieb ;Vine Whip;10;;CC;Schmetterkick ;Smash Kick;20;;Feuer;;1;SVI;11;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_011_R_DE_LG.png
Chevrumm;Gogoat;Phase 1 - Entwickelt sich aus Mähikel;Pflanze;130;;;;CC;Aufwärtsstoß ;Rising Lunge;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;GCC;Solarstrahl ;Solar Beam;110;;Feuer;;2;SVI;12;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_012_R_DE_LG.png
Felori;Sprigatito;Basis;Pflanze;70;;;;C;Kratzer ;Scratch;10;;GC;Blattwerk ;Leafage;20;;Feuer;;1;SVI;13;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_013_R_DE_LG.png
Feliospa;Floragato;Phase 1 - Entwickelt sich aus Felori;Pflanze;90;;;;C;Schlitzer ;Slash;20;;GC;Blattschritt ;Leaf Step;60;;Feuer;;1;SVI;14;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_014_R_DE_LG.png
Maskagato;Meowscarada;Phase 2 - Entwickelt sich aus Feliospa;Pflanze;160;;;;C;Trickumhang ;Trick Cape;40;Du kannst deinem Gegner 1 an sein Aktives Pokemon angelegte Energie auf seine Hand geben.;GC;Blumenexplosion ;Flower Blast;130;;Feuer;;1;SVI;15;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_015_R_DE_LG.png
Tarundel;Tarountula;Basis;Pflanze;40;;;;C;Fadenzug;String Haul;;Wirf 1 Münze. Wechsle bei Kopf 1 Pokemon von der Bank deines Gegners in die Aktive Position ein.;G;Käferbiss ;Bug Bite;10;;Feuer;;1;SVI;16;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_016_R_DE_LG.png
Tarundel;Tarountula;Basis;Pflanze;40;;;;GC;Fadenschuss ;String Shot;20;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Feuer;;1;SVI;17;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_017_R_DE_LG.png
Tarundel;Tarountula;Basis;Pflanze;60;;;;G;Überraschungsangriff ;Surprise Attack;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;;;;;;Feuer;;2;SVI;18;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_018_R_DE_LG.png
Spinsidias-ex;Spidops ex;Phase 1 - Entwickelt sich aus Tarundel;Pflanze;260;;Fallenrevier;Die Rückzugskosten des Aktiven Pokemon deines Gegners erhöhen sich um [C].;GC;Drahthänger ;Wire Hang;90+;Diese Attacke fügt für jedes [C] in den Rückzugskosten des Aktiven Pokemon deines Gegners 30 Schadenspunkte mehr zu.;;;;;;Feuer;;2;SVI;19;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_019_R_DE_LG.png
Olini;Smoliv;Basis;Pflanze;50;;;;CC;Tackle ;Tackle;30;;;;;;;Feuer;;1;SVI;20;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_020_R_DE_LG.png
Olini;Smoliv;Basis;Pflanze;60;;;;G;Nährstoffe;Nutrients;;Heile 30 Schadenspunkte bei 1 deiner Pokemon.;GC;Sprühwasser ;Spray Fluid;20;;Feuer;;1;SVI;21;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_021_R_DE_LG.png
Olivinio;Dolliv;Phase 1 - Entwickelt sich aus Olini;Pflanze;90;;;;C;Hieb ;Slap;20;;GC;Einölen ;Apply Oil;40;Wenn das Verteidigende Pokemon während des nächsten Zuges deines Gegners versucht anzugreifen, wirft dein Gegner 1 Münze. Bei Zahl wird jene Attacke nicht ausgeführt.;Feuer;;1;SVI;22;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_022_R_DE_LG.png
Olithena;Arboliva;Phase 2 - Entwickelt sich aus Olivinio;Pflanze;150;;Anreicherndes Öl;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du allen Schaden bei 1 deiner Pokemon heilen.;GGC;Solarstrahl ;Solar Beam;150;;;;;;;Feuer;;2;SVI;23;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_023_R_DE_LG.png
Tentagra;Toedscool;Basis;Pflanze;50;;;;G;Zorntritte ;Furious Kicks;10*;Wirf 3 Münzen. Diese Attacke fügt 10 Schadenspunkte pro Kopf zu.;;;;;;Feuer;;1;SVI;24;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_024_R_DE_LG.png
Tentagra;Toedscool;Basis;Pflanze;60;;;;G;Pilzspore;Spore;;Das Aktive Pokemon deines Gegners schläft jetzt.;CC;Ramme ;Ram;10;;Feuer;;2;SVI;25;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_025_R_DE_LG.png
Tenterra;Toedscruel;Phase 1 - Entwickelt sich aus Tentagra;Pflanze;120;;;;G;Schaurige Tentakel ;Eerie Tentacles;30;Du kannst 1 Energie vom Aktiven Pokemon deines Gegners auf 1 Pokemon auf seiner Bank verschieben.;GCC;Dreifachschmetterer ;Triple Smash;80*;Wirf 3 Münzen. Diese Attacke fügt 80 Schadenspunkte pro Kopf zu.;Feuer;;2;SVI;26;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_026_R_DE_LG.png
Chilingel;Capsakid;Basis;Pflanze;60;;;;C;Leicht gewürzt ;Slightly Spicy;10;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt verbrannt.;;;;;;Feuer;;1;SVI;27;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_027_R_DE_LG.png
Chilingel;Capsakid;Basis;Pflanze;70;;;;C;Nachwürzen;Increasing Spice;;Durchsuche dein Deck nach 1 Basis-[R]-Energiekarte und lege sie an dieses Pokemon an. Mische anschließend dein Deck.;GCC;Verspielter Kick ;Playful Kick;50;;Feuer;;1;SVI;28;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_028_R_DE_LG.png
