Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Mewtwo;Basic;Psychic;130;;;;CC;Reflective Barrier ;20;During your opponent's next turn, if this Pokémon is damaged by an attack (even if it is Knocked Out), put damage counters on the Attacking Pokémon equal to the damage done to this Pokémon.;PPC;Psyslash ;130;Discard 2 Energy from this Pokémon.;Darkness;Fighting;2;SVP;52;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_052_R_EN_LG.png
Mew ex;Basic;Psychic;180;;Restart;Once during your turn, you may draw cards until you have 3 cards in your hand.;CCC;Genome Hacking;;Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.;;;;;Darkness;Fighting;0;SVP;53;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_053_R_EN_LG.png
Greninja ex;Stage 2;Water;300;Frogadier;;;C;Stealthy Shuriken;;This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WW;Torrential Slash ;120+;If your opponent's Active Pokémon already has any damage counters on it, this attack does 120 more damage.;Lightning;;1;SVP;54;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_054_R_EN_LG.png
Kangaskhan ex;Basic;Colorless;230;;;;C;Triple Draw;;Draw 3 cards.;CCC;Incessant Punching ;100×;Flip 4 coins. This attack does 100 damage for each heads.;Fighting;;2;SVP;55;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_055_R_EN_LG.png
Charizard ex;Stage 2;Darkness;330;Charmeleon;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RR;Burning Darkness ;180+;This attack does 30 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;SVP;56;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_056_R_EN_LG.png
Chi-Yu;Basic;Fire;110;;;;R;Flare Bringer;;Attach up to 2 Basic [R] Energy cards from your discard pile to 1 of your Pokémon.;RR;Megafire of Envy ;50+;If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage.;Water;;1;SVP;57;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_057_R_EN_LG.png
Iron Bundle;Basic;Water;100;;Hyper Blower;Once during your turn, if this Pokémon is on your Bench, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, discard this Pokémon and all attached cards.;WCC;Refrigerated Stream ;80;If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.;;;;;Lightning;;1;SVP;58;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_058_R_EN_LG.png
Xatu;Stage 1;Psychic;100;Natu;Clairvoyant Sense;Once during your turn, you may attach a Basic [P] Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.;PCC;Super Psy Bolt ;80;;;;;;Darkness;Fighting;1;SVP;59;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_059_R_EN_LG.png
Aegislash;Stage 2;Metal;150;Doublade;Mysterious Shield;Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon ex and Pokémon V.;MC;Hard Bashing ;120;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;;;;;Fire;Grass;3;SVP;60;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_060_R_EN_LG.png
Pineco;Basic;Grass;70;;;;GG;Rollout ;30;;;;;;Fire;;2;SVP;61;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_061_R_EN_LG.png
Sinistea;Basic;Psychic;30;;;;P;Cold Tea ;10;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;;;;;Darkness;Fighting;1;SVP;62;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_062_R_EN_LG.png
Cetitan;Stage 1;Water;170;Cetoddle;;;W;Avalanche ;30;This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WWW;Rolling Slider ;100×;Flip 3 coins. This attack does 100 damage for each heads.;Metal;;4;SVP;63;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_063_R_EN_LG.png
Arctibax;Stage 1;Water;90;Frigibax;;;WC;Sharp Fin ;40;;WWC;Frost Smash ;80;;Metal;;2;SVP;64;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_064_R_EN_LG.png
Scream Tail;Basic;Psychic;90;;;;P;Slap ;30;;PC;Roaring Scream;;This attack does 20 damage to 1 of your opponent's Pokémon for each damage counter on this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Darkness;Fighting;1;SVP;65;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_065_R_EN_LG.png
Iron Bundle;Basic;Water;100;;Hyper Blower;Once during your turn, if this Pokémon is on your Bench, you may switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.) If you do, discard this Pokémon and all attached cards.;WCC;Refrigerated Stream ;80;If the Defending Pokémon is an Evolution Pokémon, it can't attack during your opponent's next turn.;;;;;Lightning;;1;SVP;66;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_066_R_EN_LG.png
Roaring Moon ex;Basic;Darkness;230;;;;DDC;Frenzied Gouging;;Knock Out your opponent's Active Pokémon. If your opponent's Active Pokémon is Knocked Out in this way, this Pokémon does 200 damage to itself.;DDC;Calamity Storm ;100+;You may discard a Stadium in play. If you do, this attack does 120 more damage.;Grass;;2;SVP;67;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_067_R_EN_LG.png
Iron Valiant ex;Basic;Psychic;220;;Tachyon Bits;Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may put 2 damage counters on 1 of your opponent's Pokémon.;PPC;Laser Blade ;200;During your next turn, this Pokémon can't attack.;;;;;Metal;;2;SVP;68;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_068_R_EN_LG.png
Fidough;Basic;Psychic;50;;;;CC;Rear Kick ;20;;;;;;Metal;;1;SVP;69;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_069_R_EN_LG.png
Greavard;Basic;Psychic;70;;;;P;Graveyard Gamboling ;10×;This attack does 10 damage for each [P] Pokémon in your discard pile.;;;;;Darkness;Fighting;2;SVP;70;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_070_R_EN_LG.png
Maschiff;Basic;Darkness;60;;;;D;Ambush ;10+;Flip a coin. If heads, this attack does 20 more damage.;;;;;Grass;;1;SVP;71;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_071_R_EN_LG.png
Great Tusk ex;Basic;Fighting;250;;Quaking Demolition;Once at the end of your turn (after your attack), if this Pokémon is in the Active Spot, you must discard the top 5 cards of your deck.;FCCC;Great Bash ;260;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;;;;;Psychic;;4;SVP;72;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_072_R_EN_LG.png
Iron Treads ex;Basic;Metal;220;;;;MMC;Iron-Clad Roll ;150;After doing damage, you may discard all Future Booster Energy Capsules from this Pokémon. If you do, during your opponent's next turn, this Pokémon takes 150 less damage from attacks (after applying Weakness and Resistance).;;;;;Fire;Grass;3;SVP;73;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_073_R_EN_LG.png
Charizard ex;Stage 2;Darkness;330;Charmeleon;Tera;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;RR;Burning Darkness ;180+;This attack does 30 more damage for each Prize card your opponent has taken.;;;;;Grass;;2;SVP;74;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_074_R_EN_LG.png
Mimikyu;Basic;Psychic;70;;Safeguard;Prevent all damage done to this Pokémon by attacks from your opponent's Pokémon ex and Pokémon V.;PC;Ghost Eye;;Put 7 damage counters on your opponent's Active Pokémon.;;;;;Metal;;1;SVP;75;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_075_R_EN_LG.png
Sprigatito;Basic;Grass;60;;;;G;Gather Sunlight;;Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;G;Seed Bomb ;10;;Fire;;1;SVP;76;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_076_R_EN_LG.png
Floragato;Stage 1;Grass;90;Sprigatito;;;G;Seed Bomb ;30;;CC;Magic Whip ;50;Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.);Fire;;1;SVP;77;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_077_R_EN_LG.png
Meowscarada ex;Stage 2;Grass;310;Floragato;Bouquet Magic;You must discard a Basic [G] Energy card from your hand in order to use this Ability. Once during your turn, you may put 3 damage counters on 1 of your opponent's Benched Pokémon.;CC;Scratching Nails ;100+;If your opponent's Active Pokémon already has any damage counters on it, this attack does 120 more damage.;;;;;Fire;;2;SVP;78;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_078_R_EN_LG.png
Fuecoco;Basic;Fire;80;;;;R;Tackle ;20;;;;;;Water;;2;SVP;79;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_079_R_EN_LG.png
Crocalor;Stage 1;Fire;110;Fuecoco;;;R;Steady Firebreathing ;30;;RR;Hyper Voice ;70;;Water;;3;SVP;80;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_080_R_EN_LG.png
Skeledirge ex;Stage 2;Fire;340;Crocalor;;;R;Vitality Song ;50;Heal 30 damage from each of your Pokémon.;;;;This attack does 10 less damage for each damage counter on this Pokémon.;Water;;3;SVP;81;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_081_R_EN_LG.png
Quaxly;Basic;Water;70;;;;W;Reckless Charge ;30;This Pokémon also does 10 damage to itself.;;;;;Lightning;;1;SVP;82;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_082_R_EN_LG.png
Quaxwell;Stage 1;Water;90;Quaxly;;;W;Water Gun ;30;;WC;Wave Splash ;50;;Lightning;;1;SVP;83;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_083_R_EN_LG.png
Quaquaval ex;Stage 2;Water;320;Quaxwell;;;W;Exciting Dance ;60;Switch this Pokémon with 1 of your Benched Pokémon. If you do, switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.);WC;Spiral Shot ;230;Put 2 Energy attached to this Pokémon into your hand.;Lightning;;2;SVP;84;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_084_R_EN_LG.png
Mabosstiff ex;Stage 1;Darkness;260;Maschiff;;;CC;Daunt ;30;During your opponent's next turn, attacks used by the Defending Pokémon do 50 less damage (before applying Weakness and Resistance).;DCC;Proud Fangs ;100+;If your Benched Pokémon have any damage counters on them, this attack does 120 more damage.;Grass;;3;SVP;86;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_086_R_EN_LG.png
Sprigatito ex;Basic;Grass;200;;;;C;Scratch ;20;;GCC;Magical Leaf ;100;Heal 30 damage from this Pokémon.;Fire;;1;SVP;87;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_087_R_EN_LG.png
Pikachu;Basic;Lightning;70;;;;C;Growl;;During your opponent's next turn, the Defending Pokémon’s attacks do 20 less damage (before applying Weakness and Resistance).;LC;Pika Bolt ;30;;Fighting;;1;SVP;88;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_088_R_EN_LG.png
Feraligatr;Stage 2;Water;180;Croconaw;Torrential Heart;Once during your turn, you may put 5 damage counters on this Pokémon. If you do, during this turn, attacks used by this Pokémon do 120 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).;WW;Giant Wave ;160;During your next turn, this Pokémon can't use Giant Wave.;;;;;Lightning;;3;SVP;89;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_089_R_EN_LG.png
Metang;Stage 1;Metal;100;Beldum;Metal Maker;Once during your turn, you may look at the top 4 cards of your deck and attach any number of Basic [M] Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards and put them on the bottom of your deck.;MCC;Beam ;60;;;;;;Fire;Grass;2;SVP;90;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_090_R_EN_LG.png
Koraidon;Basic;Dragon;140;;;;FC;Primordial Beatdown ;30×;This attack does 30 damage for each of your Ancient Pokémon in play.;RFC;Shred ;130;This attack's damage isn't affected by any effects on your opponent's Active Pokémon.;;;2;SVP;91;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_091_R_EN_LG.png
Miraidon;Basic;Dragon;110;;;;C;Peak Acceleration ;40;Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokémon in any way you like. Then, shuffle your deck.;LLP;Sparking Strike ;160;;;;2;SVP;92;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_092_R_EN_LG.png
Carvanha;Basic;Water;50;;;;W;Sharp Fang ;20;;;;;;Lightning;;1;SVP;93;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_093_R_EN_LG.png
Bellibolt;Stage 1;Lightning;130;Tadbulb;;;L;Thunder Wave;;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;LLC;Two-Bump Bolt ;10+;You may discard up to 2 [L] Energy from this Pokémon. This attack does 80 more damage for each card you discarded in this way.;Fighting;;3;SVP;94;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_094_R_EN_LG.png
Cleffa;Basic;Psychic;30;;;;0;Twinkling Hope;;Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;;;;;Darkness;Fighting;0;SVP;95;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_095_R_EN_LG.png
Cyclizar;Basic;Colorless;120;;;;C;Flat-Out Dash;;Flip a coin until you get tails. For each heads, draw a card.;CCC;Power Tackle ;120;During your next turn, this Pokémon can't attack.;Fighting;;1;SVP;96;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_096_R_EN_LG.png
Flutter Mane;Basic;Psychic;90;;Midnight Fluttering;As long as this Pokémon is in the Active Spot, your opponent's Active Pokémon has no Abilities, except for Midnight Fluttering.;CCC;Hex Hurl ;90;Put 2 damage counters on your opponent's Benched Pokémon in any way you like.;;;;;Metal;;1;SVP;97;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_097_R_EN_LG.png
Iron Thorns;Basic;Lightning;140;;;;LC;Destructo-Press ;70×;Reveal the top 5 cards of your deck. This attack does 70 damage for each Future card you find there. Then, discard those Future cards and shuffle the other cards back into your deck.;LLLC;Megaton Lariat ;140;;Fighting;;3;SVP;98;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_098_R_EN_LG.png
Shroodle;Basic;Colorless;50;;;;C;Scratch ;10;;CC;Toxic Teeth ;20;Your opponent's Active Pokémon is now Poisoned.;Fighting;;1;SVP;99;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_099_R_EN_LG.png
Grafaiai ex;Stage 1;Colorless;250;Shroodle;;;C;Numbing Saliva ;30;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;CCC;Toxic Throw ;180;Your opponent's Active Pokémon is now Poisoned. During your next turn, this Pokémon can't use Toxic Throw.;Fighting;;1;SVP;100;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_100_R_EN_LG.png
Pikachu;Basic;Lightning;70;;;;LLC;Scrappy Spark ;30+;Flip a coin until you get tails. This attack does 30 more damage for each heads.;;;;;Fighting;;1;SVP;101;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_101_R_EN_LG.png
Houndoom ex;Stage 1;Darkness;270;Houndour;;;DD;Evil Claw ;90;If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.;;;;This Pokémon also does 30 damage to itself.;Grass;;2;SVP;103;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_103_R_EN_LG.png
Melmetal ex;Stage 1;Metal;300;Meltan;;;M;Metal-bolize;;Search your deck for up to 2 Basic [M] Energy cards and attach them to this Pokémon. Then, shuffle your deck.;CCCC;Full Metal Knuckle ;90+;This attack does 30 more damage for each [M] Energy attached to this Pokémon.;Fire;Grass;4;SVP;104;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_104_R_EN_LG.png
Armarouge ex;Stage 1;Fire;260;Charcadet;;;RRC;Armor Cannon ;200;Discard a [R] Energy from this Pokémon.;;;;;Water;;2;SVP;105;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_105_R_EN_LG.png
Pikachu ex;Basic;Lightning;200;;;;LLC;Thunderbolt ;120;;;;;;Fighting;;1;SVP;106;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_106_R_EN_LG.png
Mareep;Basic;Lightning;60;;;;L;Headbutt ;10;;LC;Lightning Ball ;20;;Fighting;;1;SVP;107;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_107_R_EN_LG.png
Flaaffy;Stage 1;Lightning;90;Mareep;;;L;Headbutt ;20;;LC;Electro Ball ;50;;Fighting;;2;SVP;108;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_108_R_EN_LG.png
Ampharos;Stage 2;Lightning;160;Flaaffy;;;LC;Electric Ball ;110;;;;;;Fighting;;2;SVP;109;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_109_R_EN_LG.png
Darkrai ex;Basic;Darkness;210;;;;DC;Wind of Darkness ;40;;DDC;Night Impact ;110;;Grass;;2;SVP;110;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_110_R_EN_LG.png
Pawniard;Basic;Darkness;70;;;;D;Pierce ;10;;;;;;Grass;;1;SVP;111;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_111_R_EN_LG.png
Bisharp;Stage 1;Darkness;100;Pawniard;;;D;Cut ;30;;;;;;Grass;;1;SVP;112;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_112_R_EN_LG.png
Kingambit;Stage 2;Darkness;170;Bisharp;;;D;Elbow Strike ;40;;DC;Slicing Blade ;100;;Grass;;2;SVP;113;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_113_R_EN_LG.png
Picnicker;Trainer - Supporter;;;;;Flip a coin. If heads, draw 4 cards. If tails, draw 2 cards.;;;;;;;;;;;;SVP;114;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_114_R_EN_LG.png
Thwackey;Stage 1;Grass;100;Grookey;Boom Boom Groove;Once during your turn, if your Active Pokémon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck.;GG;Beat ;50;;;;;;Fire;;2;SVP;115;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_115_R_EN_LG.png
Infernape;Stage 2;Fire;140;Monferno;Pyro Dance;Once during your turn, you may attach a Basic [R] Energy card, a Basic [F] Energy card, or 1 of each from your hand to your Pokémon in any way you like.;RRC;Scorching Fire ;200;Discard an Energy from this Pokémon.;;;;;Water;;1;SVP;116;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_116_R_EN_LG.png
Froslass;Stage 1;Water;90;Snorunt;Freezing Shroud;During Pokémon Checkup, put 1 damage counter on each Pokémon that has an Ability (both yours and your opponent's), except any Froslass.;WC;Frost Smash ;60;;;;;;Metal;;1;SVP;117;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_117_R_EN_LG.png
Tatsugiri;Basic;Dragon;70;;Attract Customers;Once during your turn, if this Pokémon is in the Active Spot, you may look at the top 6 cards of your deck, reveal a Supporter card you find there, and put it into your hand. Shuffle the other cards back into your deck.;RW;Surf ;50;;;;;;;;1;SVP;118;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_118_R_EN_LG.png
Toxel;Basic;Lightning;70;;;;L;Slight Intrusion ;30;This Pokémon also does 10 damage to itself.;;;;;Fighting;;1;SVP;119;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_119_R_EN_LG.png
Pupitar;Stage 1;Fighting;80;Larvitar;;;F;Rock Throw ;20;;FF;Blasting Tackle ;60;This attack also does 20 damage to 1 of your Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Grass;;1;SVP;120;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_120_R_EN_LG.png
Revavroom;Stage 1;Metal;140;Varoom;;;M;Swagger;;Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.;CCC;Huge Tackle ;70+;If you have more cards in your hand than your opponent, this attack does 80 more damage.;Fire;Grass;3;SVP;121;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_121_R_EN_LG.png
Snorlax;Basic;Colorless;160;;;;CCCC;Lazy Press ;120;;;;;;Fighting;;3;SVP;122;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_122_R_EN_LG.png
Teal Mask Ogerpon;Basic;Grass;110;;;;C;Mountain Stroll;;Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;GC;Ogre Comeback ;20+;This attack does 20 more damage for each of your opponent's Benched Pokémon.;Fire;;1;SVP;123;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_123_R_EN_LG.png
Iono;Trainer - Supporter;;;;;Each player shuffles their hand and puts it on the bottom of their deck. If either player put any cards on the bottom of their deck in this way, each player draws a card for each of their remaining Prize cards.;;;;;;;;;;;;SVP;124;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_124_R_EN_LG.png
Armarouge ex;Stage 1;Fire;260;Charcadet;Crimson Armor;If this Pokémon has full HP, it takes 80 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance).;CC;Scorching Bazooka ;40+;This attack does 40 more damage for each [R] Energy attached to this Pokémon.;;;;;Water;;2;SVP;125;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_125_R_EN_LG.png
Palafin ex;Stage 1;Water;340;Finizen;Hero's Spirit;Put this Pokémon into play only with the effect of Palafin's Zero to Hero Ability.;W;Giga Impact ;250;During your next turn, this Pokémon can't attack.;;;;;Lightning;;2;SVP;126;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_126_R_EN_LG.png
Walking Wake ex;Basic;Water;220;;Azure Seas;Damage from attacks used by this Pokémon isn't affected by any effects on your opponent's Active Pokémon.;WCC;Catharsis Roar ;120+;If your opponent's Active Pokémon is affected by a Special Condition, this attack does 120 more damage.;;;;;Lightning;;1;SVP;127;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_127_R_EN_LG.png
Iron Leaves ex;Basic;Grass;220;;Rapid Vernier;When you play this Pokémon from your hand onto your Bench during your turn, you may switch it with your Active Pokémon. If you do, you may move any amount of Energy from your other Pokémon to this Pokémon.;GGC;Prism Edge ;180;During your next turn, this Pokémon can't attack.;;;;;Fire;;1;SVP;128;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_128_R_EN_LG.png
Pecharunt;Basic;Darkness;80;;Toxic Subjugation;As long as this Pokémon is in the Active Spot, put 5 more damage counters on your opponent's Poisoned Pokémon during Pokémon Checkup.;DC;Poison Chain ;10;Your opponent's Active Pokémon is now Poisoned. During your opponent's next turn, that Pokémon can't retreat.;;;;;Fighting;;1;SVP;129;H;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_129_R_EN_LG.png
Kingambit;Stage 2;Metal;180;Bisharp;;;M;Strike Down;;If your opponent's Active Pokémon has 4 or more damage counters on it, that Pokémon is Knocked Out.;MCC;Massive Rend ;140;;Fire;Grass;4;SVP;130;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_130_R_EN_LG.png
