Name;Name EN;Kartentyp;Typ;KP;Entwickelt sich aus;Fähigkeit;Fähigkeit Text;Angriff 1 Kosten;Angriff 1 Name;Angriff 1 Name EN;Angriff 1 Schaden;Effekt 1;Angriff 2 Kosten;Angriff 2 Name;Angriff 2 Name EN;Angriff 2 Schaden;Effekt 2;Schwäche;Resistenz;Rückzug;Set;#;Regulation;Set Name;URL
Pummeluff;Jigglypuff;Pokemon Basis;Farblos;70;;;;C;Führen;Lead;;Durchsuche dein Deck nach 1 Unterstützerkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;CC;Hopphopphurra ;Stompy Stomp;20*;Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;Kampf;keine;1;MEW;39;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_039_R_DE_LG.png
Pummeluff;Jigglypuff;Pokemon Basis;Farblos;70;;;;C;Führen;Lead;;Durchsuche dein Deck nach 1 Unterstützerkarte, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;CC;Hopphopphurra ;Stompy Stomp;20*;Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;Kampf;keine;1;PAF;198;G;Paldeas Schicksale (PAF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAF/PAF_198_R_DE_LG.png
Pummeluff;Jigglypuff;Pokemon Basis;Psycho;70;;;;C;Gesang;Sing;;Das Aktive Pokemon deines Gegners schläft jetzt.;PC;Hieb ;Slap;20;;Metall;keine;1;PAL;83;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_083_R_DE_LG.png
Pumpdjinn;Gourgeist;Pokemon Phase 1;Psycho;110; Irrbis;Kürbisschreck;Wenn dieses Pokemon durch Schaden einer Attacke von Pokemon deines Gegners kampfunfähig wird, lege 2 zufällige Karten aus der Hand deines Gegners auf seinen Ablagestapel.;PCC;Schattenbindung ;Shadow Bind;100;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokemon nicht zurückziehen.;;;;;;Finsternis;Kampf;2;PAR;78;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_078_R_DE_LG.png
Pumpdjinn;Gourgeist;Pokemon Phase 1;Psycho;120; Irrbis;;;CC;Pandämonium ;Pandemonium;60*;Zeige deinem Gegner die obersten 6 Karten deines Decks. Diese Attacke fügt für jedes [P]-Pokemon, das du dort findest, 60 Schadenspunkte zu. Mische anschließend jene Pokemon zurück in dein Deck und lege die anderen Karten auf deinen Ablagestapel.;;;;;;Finsternis;Kampf;2;EVS;77;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_077_R_DE_LG.png
Pupitar;Pupitar;Pokemon Phase 1;Kampf;80; Larvitar;;;F;Steinwurf ;Rock Throw;20;;FF;Explosiver Tackle ;Blasting Tackle;60;Diese Attacke fügt auch 1 Pokemon auf deiner Bank 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Pflanze;keine;1;OBF;106;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_106_R_DE_LG.png
Pupitar;Pupitar;Pokemon Phase 1;Kampf;90; Larvitar;;;CC;Abrupter Kopfstoß ;Headbutt Bounce;50;;;;;;;Pflanze;keine;1;PAL;111;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_111_R_DE_LG.png
Pupitar;Pupitar;Pokemon Phase 1;Kampf;90; Larvitar;;;C;Kugelhagel ;Crashing Bullet;20;Diese Attacke fügt auch jedem Pokemon auf der Bank (deiner und der deines Gegners) 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);FCC;Tackle ;Tackle;70;;Pflanze;keine;1;PGO;38;F;Pokemon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_038_R_DE_LG.png
Pupitar;Pupitar;Pokemon Phase 1;Kampf;80; Larvitar;;;F;Steinwurf ;Rock Throw;20;;FF;Explosiver Tackle ;Blasting Tackle;60;Diese Attacke fügt auch 1 Pokemon auf deiner Bank 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Pflanze;keine;1;SVP;120;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_120_R_DE_LG.png
Puponcho;Spewpa;Pokemon Phase 1;Pflanze;70; Purmel;Anpassungsfähige Entwicklung;Dieses Pokemon kann sich während deines ersten Zuges oder während des Zuges, in dem du es spielst, entwickeln.;GC;Käferbiss ;Bug Bite;30;;;;;;;Feuer;keine;3;SVI;9;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_009_R_DE_LG.png
Puponcho;Spewpa;Pokemon Phase 1;Pflanze;80; Purmel;;;C;Pflanzenhülle;Grass Cocooning;;Heile 40 Schadenspunkte bei diesem Pokemon.;GCC;Käferbiss ;Bug Bite;40;;Feuer;keine;3;BST;12;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_012_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Psycho;50;;;;CC;Dreifachdreher ;Triple Spin;20*;Wirf 3 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;;;;;;Finsternis;Kampf;1;BRS;58;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_058_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Psycho;60;;;;PC;Finale ;Self-Destruct;60;Dieses Pokemon fügt auch sich selbst 60 Schadenspunkte zu.;;;;;;Finsternis;Kampf;1;BST;57;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_057_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Kampf;60;;;;CC;Klatscher ;Smack;20;;;;;;;Pflanze;keine;1;CRZ;70;E;Zenit der Könige (CRZ);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRZ/CRZ_070_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Kampf;60;;;;CC;Klatscher ;Smack;20;;;;;;;Pflanze;keine;1;FST;144;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_144_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Psycho;70;;;;P;Turbodreher ;Rapid Spin;10;Tausche dieses Pokemon gegen 1 Pokemon auf deiner Bank aus. Wenn du das machst, wechsle das Aktive Pokemon deines Gegners auf seine Bank aus. (Dein Gegner wählt das neue Aktive Pokemon.);;;;;;Finsternis;Kampf;2;OBF;94;G;Obsidianflammen (OBF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/OBF/OBF_094_R_DE_LG.png
Puppance;Baltoy;Pokemon Basis;Kampf;50;;;;C;Freunde finden;Find a Friend;;Durchsuche dein Deck nach 1 Pokemon, zeige es deinem Gegner und nimm es auf deine Hand. Mische anschließend dein Deck.;F;Hieb ;Slap;10;;Pflanze;keine;1;SIT;93;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_093_R_DE_LG.png
Purmel;Scatterbug;Pokemon Basis;Pflanze;30;;Anpassungsfähige Entwicklung;Dieses Pokemon kann sich während deines ersten Zuges oder während des Zuges, in dem du es spielst, entwickeln.;GC;Tackle ;Tackle;20;;;;;;;Feuer;keine;1;SVI;8;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_008_R_DE_LG.png
Purmel;Scatterbug;Pokemon Basis;Pflanze;40;;;;C;Überraschungsangriff ;Surprise Attack;30;Wirf 1 Münze. Bei Zahl hat diese Attacke keine Auswirkungen.;;;;;;Feuer;keine;1;BST;11;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_011_R_DE_LG.png
Pyapabeere;Payapa Berry;Trainer - Ausrüstung;;;;;Wenn das Pokemon, an das diese Karte angelegt ist, durch eine Attacke von [P]-Pokemon deines Gegners Schaden erhält, werden ihm 60 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden), und du legst diese Karte auf deinen Ablagestapel.;;;;;;;;;;;Kampf;keine;2;SCR;141;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_141_R_DE_LG.png
Pygraulon;Elgyem;Pokemon Basis;Psycho;60;;;;P;Kopfnuss ;Headbutt;20;;;;;;;Finsternis;Kampf;1;SIT;79;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_079_R_DE_LG.png
Pygraulon;Elgyem;Pokemon Basis;Psycho;60;;;;P;Verstecken;Hide;;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Finsternis;Kampf;1;TEF;73;H;Gewalten der Zeit (TEF);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TEF/TEF_073_R_DE_LG.png
Pyroleo;Pyroar;Pokemon Phase 1;Feuer;120; Leufeo;Versengende Aura;Lege beim Pokemon-Check 4 Schadensmarken anstelle von 2 auf die verbrannten Pokemon deines Gegners.;RCC;Feuerzahn ;Fire Fang;90;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt verbrannt.;;;;;;Wasser;keine;2;LOR;29;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_029_R_DE_LG.png
Pyroleo;Pyroar;Pokemon Phase 1;Feuer;130; Leufeo;;;C;Glühen ;Combustion;30;;RC;Reißklaue ;Rip Claw;70;Lege 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;Wasser;keine;2;EVS;23;E;Drachenwandel (EVS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/EVS/EVS_023_R_DE_LG.png
Pyroleo;Pyroar;Pokemon Phase 1;Feuer;120; Leufeo;;;R;Versengung;Singe;;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;CC;Überrennen ;Overrun;60;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Wasser;keine;2;PAL;32;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_032_R_DE_LG.png
Pyroleo;Pyroar;Pokemon Phase 1;Feuer;120; Leufeo;;;R;Versengung;Singe;;Das Aktive Pokemon deines Gegners ist jetzt verbrannt.;CC;Überrennen ;Overrun;60;Diese Attacke fügt auch 1 Pokemon auf der Bank deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Wasser;keine;2;PAL;200;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_200_R_DE_LG.png
Quabbel;Frillish;Pokemon Basis;Wasser;80;;;;C;Genesung;Recover;;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel und heile bei ihm allen Schaden.;W;Regenplatscher ;Rain Splash;10;;Elektro;keine;2;BST;41;E;Kampfstile (BST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BST/BST_041_R_DE_LG.png
Quajutsu V;Greninja V;Pokemon Basis;Wasser;210;;;;WC;Spritzwasser ;Water Drip;40;;WWC;Tanzende Shuriken ;Dancing Shuriken;80*;Wirf 3 Münzen. Diese Attacke fügt 80 Schadenspunkte pro Kopf zu.;Elektro;keine;2;FST;73;E;Fusionsangriff (FST);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/FST/FST_073_R_DE_LG.png
Quajutsu-ex;Greninja ex;Terakristall Phase 2;Kampf;310; Amphizel;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;W;Shinobi-Klinge ;Shinobi Blade;170;Du kannst dein Deck nach 1 Karte durchsuchen und sie auf deine Hand nehmen. Mische anschließend dein Deck.;WCC;Illusionsoffensive;Mirage Barrage;;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel. Diese Attacke fügt 2 Pokemon deines Gegners 120 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Psycho;keine;1;TWM;106;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_106_R_DE_LG.png
Quajutsu-ex;Greninja ex;Terakristall Phase 2;Kampf;310; Amphizel;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;W;Shinobi-Klinge ;Shinobi Blade;170;Du kannst dein Deck nach 1 Karte durchsuchen und sie auf deine Hand nehmen. Mische anschließend dein Deck.;WCC;Illusionsoffensive;Mirage Barrage;;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel. Diese Attacke fügt 2 Pokemon deines Gegners 120 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Psycho;keine;1;TWM;198;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_198_R_DE_LG.png
Quajutsu-ex;Greninja ex;Terakristall Phase 2;Kampf;310; Amphizel;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;W;Shinobi-Klinge ;Shinobi Blade;170;Du kannst dein Deck nach 1 Karte durchsuchen und sie auf deine Hand nehmen. Mische anschließend dein Deck.;WCC;Illusionsoffensive;Mirage Barrage;;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel. Diese Attacke fügt 2 Pokemon deines Gegners 120 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);Psycho;keine;1;TWM;214;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_214_R_DE_LG.png
Quajutsu-ex;Greninja ex;Pokemon Phase 2;Wasser;300; Amphizel;;;WC;Wandel-Shuriken ;Shifting Shuriken;100+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 100 Schadenspunkte mehr zu.;;;;;;Elektro;keine;2;SCR;41;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_041_R_DE_LG.png
Quajutsu-ex;Greninja ex;Pokemon Phase 2;Wasser;300; Amphizel;;;C;Tarn-Shuriken;Stealthy Shuriken;;Diese Attacke fügt 1 Pokemon deines Gegners 40 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);WW;Reißender Schnitt ;Torrential Slash;120+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 120 Schadenspunkte mehr zu.;Elektro;keine;1;SVP;54;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_054_R_DE_LG.png
Quajutsu-ex;Greninja ex;Pokemon Phase 2;Wasser;300; Amphizel;;;C;Tarn-Shuriken;Stealthy Shuriken;;Diese Attacke fügt 1 Pokemon deines Gegners 40 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);WW;Reißender Schnitt ;Torrential Slash;120+;Wenn auf dem Aktiven Pokemon deines Gegners mindestens 1 Schadensmarke liegt, fügt diese Attacke 120 Schadenspunkte mehr zu.;Elektro;keine;1;SVP;132;G;Scarlet & Violet Promos (SVP);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVP/SVP_132_R_DE_LG.png
Quappo;Poliwrath;Pokemon Phase 2;Kampf;160; Quaputzi;;;W;Spiralhieb ;Split Spiral Punch;60;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;WCC;Platscherschleife ;Splash Loop;160;Nimm 2 an dieses Pokemon angelegte Energien auf deine Hand.;Psycho;keine;2;LOR;85;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_085_R_DE_LG.png
Quappo;Poliwrath;Pokemon Phase 2;Wasser;160; Quaputzi;;;W;Blubbstrahl ;Bubble Beam;50;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;WCC;Heldenhafter Hieb ;Heroic Punch;100+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 150 Schadenspunkte mehr zu.;Elektro;keine;2;MEW;62;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_062_R_DE_LG.png
Quappo;Poliwrath;Pokemon Phase 2;Wasser;170; Quaputzi;;;W;Hypnose;Hypnosis;;Das Aktive Pokemon deines Gegners schläft jetzt.;CC;Springender Kinnhaken ;Jumping Uppercut;120+;Du kannst 120 Schadenspunkte mehr zufügen. Wenn du das machst, mische dieses Pokemon und alle angelegten Karten in dein Deck.;Elektro;keine;3;TWM;43;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_043_R_DE_LG.png
Quapsel;Poliwag;Pokemon Basis;Wasser;60;;;;W;Ausweichplatscher ;Splashing Dodge;10;Wirf 1 Münze. Verhindere bei Kopf während des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken, die diesem Pokemon zugefügt werden.;;;;;;Elektro;keine;1;LOR;30;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_030_R_DE_LG.png
Quapsel;Poliwag;Pokemon Basis;Wasser;60;;;;W;Blubber ;Bubble;10;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Elektro;keine;1;MEW;60;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_060_R_DE_LG.png
Quapsel;Poliwag;Pokemon Basis;Wasser;60;;;;W;Zertrampeln ;Stampede;10;;CC;Schweifklopfen ;Tail Rap;20*;Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;Elektro;keine;1;TWM;41;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_041_R_DE_LG.png
Quaputzi;Poliwhirl;Pokemon Phase 1;Wasser;90; Quapsel;;;CC;Leichter Hieb ;Light Punch;30;;WCC;Doppelstoß ;Double Smash;50*;Wirf 2 Münzen. Diese Attacke fügt 50 Schadenspunkte pro Kopf zu.;Elektro;keine;2;LOR;31;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_031_R_DE_LG.png
Quaputzi;Poliwhirl;Pokemon Phase 1;Wasser;90; Quapsel;;;W;Wellenplatscher ;Wave Splash;20;;WC;Froschhopser ;Frog Hop;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 60 Schadenspunkte mehr zu.;Elektro;keine;1;MEW;61;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_061_R_DE_LG.png
Quaputzi;Poliwhirl;Pokemon Phase 1;Wasser;90; Quapsel;;;W;Wellenplatscher ;Wave Splash;20;;WC;Froschhopser ;Frog Hop;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 60 Schadenspunkte mehr zu.;Elektro;keine;1;MEW;176;G;Pokemon 151 (MEW);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/MEW/MEW_176_R_DE_LG.png
Quaputzi;Poliwhirl;Pokemon Phase 1;Wasser;100; Quapsel;;;W;Hypnose;Hypnosis;;Das Aktive Pokemon deines Gegners schläft jetzt.;CC;Duplexhieb ;Double Slap;30*;Wirf 2 Münzen. Diese Attacke fügt 30 Schadenspunkte pro Kopf zu.;Elektro;keine;2;TWM;42;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_042_R_DE_LG.png
Quartermak;Passimian;Pokemon Basis;Kampf;110;;Wurftrainer;Die Attacken deiner Fließender-Angriff-Pokemon fügen den Pokemon-V und Pokemon-GX auf der Bank deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden). Du kannst immer nur jeweils 1 Fähigkeit Wurftrainer einsetzen.;F;Schleuder;Fling;;Diese Attacke fügt 1 Pokemon deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Psycho;keine;1;CRE;88;E;Schaurige Herrschaft (CRE);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/CRE/CRE_088_R_DE_LG.png
Quartermak;Passimian;Pokemon Basis;Kampf;110;;Wurftrainer;Die Attacken deiner Fließender-Angriff-Pokemon fügen den Pokemon-V und Pokemon-GX auf der Bank deines Gegners 30 Schadenspunkte mehr zu (bevor Schwäche und Resistenz verrechnet werden). Du kannst immer nur jeweils 1 Fähigkeit Wurftrainer einsetzen.;F;Schleuder;Fling;;Diese Attacke fügt 1 Pokemon deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Psycho;keine;1;SIT;TG8;E;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_TG8_R_DE_LG.png
Quartermak;Passimian;Pokemon Basis;Kampf;110;;;;FF;Zuspielen ;Make the Assist;70;Verschiebe 1 Energie von diesem Pokemon auf 1 Pokemon auf deiner Bank.;;;;;;Psycho;keine;1;PAL;118;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_118_R_DE_LG.png
Quartettstein;Quad Stone;Trainer - Item;;;;;Du kannst 4 Quartettstein-Karten gleichzeitig verwenden.â€¢ Wenn du 1 Karte verwendet hast, heile 10 Schadenspunkte bei deinem Aktiven Pokemon.â€¢ Wenn du 4 Karten verwendet hast, heile allen Schaden bei jedem deiner Pokemon. (Dieser Effekt funktioniert einmal für 4 Karten.);;;;;;;;;;;Elektro;Kampf;0;SIT;163;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_163_R_DE_LG.png
Quaxo;Politoed;Pokemon Phase 2;Wasser;140; Quaputzi;;;CC;Glorreicher Vorsänger ;Lordly Songleader;10+;Wenn sich Quapsel auf deiner Bank befindet, fügt diese Attacke 60 Schadenspunkte mehr zu. Wenn sich Quaputzi auf deiner Bank befindet, fügt diese Attacke 90 Schadenspunkte mehr zu. Wenn sich Quappo auf deiner Bank befindet, fügt diese Attacke 120 Schadenspunkte mehr zu.;WCC;Hydroplatscher ;Hydro Splash;100;;Elektro;keine;2;LOR;32;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_032_R_DE_LG.png
Quiekel;Swinub;Pokemon Basis;Wasser;60;;;;CC;Zertrampeln ;Stampede;20;;WCC;Eissturm ;Icy Wind;40;Das Aktive Pokemon deines Gegners schläft jetzt.;Metall;keine;2;ASR;31;F;Astralglanz (ASR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/ASR/ASR_031_R_DE_LG.png
Qurtel;Torkoal;Pokemon Basis;Feuer;120;;;;CC;Feuerhauch ;Firebreathing;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;RCC;Schutzdruck ;Guard Press;90;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;Wasser;keine;2;BRS;23;F;Strahlende Sterne (BRS);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/BRS/BRS_023_R_DE_LG.png
Qurtel;Torkoal;Pokemon Basis;Feuer;110;;;;RC;Zertrampeln ;Stampede;30;;RCCC;Flammenwurf ;Flamethrower;130;Lege 1 Energie von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;2;LOR;23;F;Verlorener Ursprung (LOR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/LOR/LOR_023_R_DE_LG.png
Qurtel;Torkoal;Pokemon Basis;Feuer;130;;;;CC;Zertrampeln ;Stampede;30;;RCC;Geballtes Feuer ;Concentrated Fire;80*;Wirf 1 Münze für jede an dieses Pokemon angelegte [R]-Energie. Diese Attacke fügt 80 Schadenspunkte pro Kopf zu.;Wasser;keine;3;SVI;35;G;Karmesin & Purpur (SVI);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SVI/SVI_035_R_DE_LG.png
Qurtel;Torkoal;Pokemon Basis;Feuer;130;;;;RC;Rammende Schale ;Ramming Shell;30;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;RCC;Feuerwirbel ;Fire Spin;110;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;3;TWM;30;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_030_R_DE_LG.png
Qurtel;Torkoal;Pokemon Basis;Feuer;130;;;;RC;Rammende Schale ;Ramming Shell;30;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;RCC;Feuerwirbel ;Fire Spin;110;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Wasser;keine;3;TWM;172;H;Maskerade im Zwielicht (TWM);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/TWM/TWM_172_R_DE_LG.png
Rabigator;Krookodile;Pokemon Phase 2;Finsternis;160; Rokkaiman;Tyrann der Wüste;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du 1 zufällige Karte aus der Hand deines Gegners auf seinen Ablagestapel legen. Wenn dieses Pokemon dein Aktives Pokemon ist und durch Schaden einer Attacke deines Gegners kampfunfähig wird, kannst du 1 zufällige Karte aus der Hand deines Gegners auf seinen Ablagestapel legen.;DCC;Risikotackle ;Double-Edge;160;Dieses Pokemon fügt auch sich selbst 30 Schadenspunkte zu.;;;;;;Pflanze;keine;3;SIT;113;F;Silberne Sturmwinde (SIT);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SIT/SIT_113_R_DE_LG.png
